3500	1.4322016441718395
3600	1.4269158758759124
3700	1.4207787431922285
3800	1.414037651110197
3900	1.4068854758851475
4000	1.3994725034536035
4100	1.391915637615098
4200	1.3843055381269815
4300	1.376712179860899
4400	1.3691892008815127
4500	1.3617773167096152
4600	1.3545070109948805
4700	1.347400662895427
4800	1.340474234044294
4900	1.3337386097762052
5000	1.3272006679050763
5100	1.320864132046279
5200	1.3147302539946608
5300	1.3087983600612323
5400	1.3030662888420743
5500	1.2975307421232338
5600	1.292187566125747
5700	1.2870319767718827
5800	1.2820587398849206
5900	1.2772623150508764
6000	1.2726369701421845
6100	1.2681768721309545
6200	1.2638761587263445
6300	1.2597289944974501
6400	1.2557296144437016
6500	1.2518723574130348
6600	1.2481516913158792
6700	1.2445622317180278
6800	1.241098755100311
6900	1.2377562078337874
7000	1.2345297117249505
7100	1.2314145668274823
7200	1.2284062520883834
7300	1.2255004242913223
7400	1.2226929156742625
7500	1.219979730528285
7600	1.217357041027082
7700	1.214821182489559
7800	1.212368648239395
7900	1.2099960841937814
8000	1.207700283287607
